task,country,lga,burden,burden_raw_uncalibrated,ci_lo,ci_hi,population
pw,Nigeria,IkotEkpene,107141.14009218391,104755.29379445182,71589.09978153156,143498.1962430821,212509.813914
pw,Nigeria,Ehime-Mbano,107115.18748594457,104111.72546059571,79920.05189603574,142996.89837591155,187698.805004
pw,Nigeria,AwkaNorth,107071.97018065918,103487.47612269838,71378.96640503491,144181.3217594406,197330.531333
pw,Nigeria,Ajaokuta,106561.27087519872,106780.50655129245,75156.2411887376,140863.29451855813,164428.670452
pw,Nigeria,UmuahiaSouth,106122.41313873332,100941.4519866454,64290.36401343007,149626.51268415584,167713.270314
pw,Nigeria,Monguno,105871.06313307813,105471.01119181604,90802.79004191645,122328.8607678059,145809.638151
pw,Nigeria,Apa,105707.97791988464,105771.904441571,81117.83729711885,135602.83909250132,135151.043312
pw,Nigeria,Omumma,105584.26542365055,104429.12385199132,79689.93809796091,131374.2916819017,157297.107616
pw,Nigeria,IbarapaNorth,105200.56060355093,105517.06230271953,63090.622101974615,164561.73725924268,148896.72784600002
pw,Nigeria,SokotoSouth,105153.01626945479,107214.64796479297,51598.41862395469,161871.53806002406,209128.399802
pw,Nigeria,Udu,105085.61627953377,101792.9204734213,78066.90892068768,139538.21937383123,202410.870834
pw,Nigeria,EnuguNorth,104959.47339160294,101997.73165756829,58159.903275218654,161202.93826349615,339764.074828
pw,Nigeria,Iwajowa,104745.13490119198,105159.63776834324,70782.71460757992,142662.29232817917,148926.805279
pw,Nigeria,Dass,104688.86448434289,105891.8977917278,72022.79813760254,148179.32619511095,133674.830454
pw,Nigeria,IbesikpoAsutan,104250.52362144733,98434.48967447579,75423.62619339032,133086.97839929513,188513.62656900001
pw,Nigeria,OviaNorth-East,103879.91197618695,102767.68203478768,76298.06280374089,133709.20391825173,217060.663769
pw,Nigeria,Isuikwuato,103875.78051884452,101496.00743362635,71812.07162741445,139859.50229138575,154431.270704
pw,Nigeria,Orsu,103786.09025609576,103653.86493649897,85436.62500719924,125271.46993971519,200685.12949
pw,Nigeria,Okobo,103685.09202218881,101824.28481747952,72371.10974430476,138540.8742355725,166139.546261
pw,Nigeria,Lau,103600.37716536896,103599.03321071663,82994.56570884738,128433.31020891947,136234.444554
pw,Nigeria,Ebonyi,103070.16931876079,103861.7267569883,82421.18811822051,134014.50445423066,189346.807375
pw,Nigeria,Isokan,102896.3084801178,102056.86090739892,63645.36277965231,157884.3430782956,149466.371558
pw,Nigeria,Ikenne,102234.18205637214,99759.39232152549,63053.50503071626,145549.90009506387,173493.514833
pw,Nigeria,Okpe,102013.85382750742,102262.24494062719,68188.4631589441,145659.3599311571,187868.02564100001
pw,Nigeria,OyoEast,101800.80047115659,102566.50890381061,38680.98948404087,178484.5566972726,173614.980615
pw,Nigeria,Yorro,101351.2177400721,102552.81746141119,78905.15944343683,124337.41162276921,124756.059064
pw,Nigeria,Bogoro,101148.07698221867,102611.94131559023,80962.00519716204,124512.6144316089,125481.592333
pw,Nigeria,OyoWest,100275.68861405263,98657.82625905664,57556.760342789945,163650.83767126873,216735.023242
pw,Nigeria,Ukwuani,99644.90700822433,100610.18310063967,54837.3279917671,151055.48463758337,178118.682287
pw,Nigeria,IleshaEast,99510.40903169522,95067.84586733424,42732.47091150121,165088.82252815555,161251.64164
pw,Nigeria,JosEast,99176.2206848406,100919.25849481192,76797.90848560791,123020.40850647911,125010.680894
pw,Nigeria,Madagali,99132.82432989916,98031.89730538064,62355.449155201066,146661.42128232092,151383.326285
pw,Nigeria,AkureNorth,98993.1354093292,96540.06936125584,65818.94923879234,138799.88595507614,199548.165774
pw,Nigeria,Ihitte/Uboma,98534.3084737428,96446.45531628023,65871.23210104692,137759.55062247653,161796.770014
pw,Nigeria,Buji,98193.42215037123,98494.92213800861,81588.0657481435,116640.78811826414,131571.475622
pw,Nigeria,YolaNorth,97841.58178163801,94685.70104259357,43598.36542007518,167453.6778065794,239351.109963
pw,Nigeria,IjebuEast,97768.16767984157,97247.57417169439,79889.20579089299,124763.05088250364,170904.370653
pw,Nigeria,EsanNorth-East,97504.02875000781,95789.52755169179,63548.818243148766,136876.6368490046,178039.506977
pw,Nigeria,Ohimini,97294.20424696676,98751.26299744537,73787.21041961107,121764.74603949656,120718.653866
pw,Nigeria,Oyigbo,97150.78692558639,99596.4771370733,63081.67996422522,137380.13609779792,216701.84756
pw,Nigeria,Igbo-ezeSouth,97024.8455663604,92338.65223684169,50248.82717575203,153123.90140112865,174475.80935300002
