task,country,lga,burden,burden_raw_uncalibrated,ci_lo,ci_hi,population
pw,Nigeria,IdemiliNorth,275804.5531652601,271880.5571538029,189712.58461942343,375476.2954914872,505001.773345
pw,Nigeria,Tafawa-Balewa,275325.180132236,280256.82408925885,234409.74928588505,320449.81919558224,328938.826221
pw,Nigeria,Kagarko,274206.5436247657,276554.8158529977,232028.91319895213,323564.8864197269,337386.663225
pw,Nigeria,SakiWest,273979.4333562467,277478.2386103758,185694.74047800043,378584.696556676,370336.584151
pw,Nigeria,Damboa,273883.09917895944,275890.52684067277,191905.6138809277,389209.5324678231,354827.246041
pw,Nigeria,Rogo,272619.01224737667,275194.62895821966,233517.9648468458,316211.60310141876,354032.647319
pw,Nigeria,KafinHausa,270888.7631143847,270180.9900991544,229842.8296172031,321063.1781288395,382729.963002
pw,Nigeria,Kano,269371.7921393527,246280.41266045053,181684.12433648304,401004.8648336557,611628.4668010001
pw,Nigeria,Lafia,269024.1334543002,271233.34608227207,224701.91456006592,319748.88105171156,471762.083018
pw,Nigeria,Abua/Odual,268809.943432826,266616.1499725529,158198.83223647726,444076.0564255457,421281.735947
pw,Nigeria,Kauru,268272.4618284872,273911.5029597475,235646.55530237727,302814.7520403429,317212.948531
pw,Nigeria,Lavun,267941.6257318024,268745.4579294335,216328.62670679274,333817.38119858125,436305.097702
pw,Nigeria,Misau,267088.14119220513,266239.7485005057,231866.09503793647,306647.0823831385,386727.23837100004
pw,Nigeria,Obi,266433.59050533385,269052.45255327626,219359.751375543,323309.3028178868,350468.340874
pw,Nigeria,SouthernIjaw,265524.28437197837,261423.00545907483,213515.99446010738,326034.2180946279,439696.082578
pw,Nigeria,Ankpa,263689.6468951964,262673.4810566512,202395.7573502896,321773.32832842047,382930.18064800004
pw,Nigeria,DawakinTofa,262802.6985516361,264207.13800567796,220168.18389899016,319170.15865311946,359525.76879999996
pw,Nigeria,Ekeremor,262549.72461942787,259347.1434603569,207581.5847977521,321997.4203956407,399971.02711
pw,Nigeria,Ungogo,262376.205977966,259654.3545187829,187195.94647270718,353198.80591212114,743836.465426
pw,Nigeria,Mariga,262211.70950912096,268923.96749457007,237000.05241830667,291334.64669589937,303404.691229
pw,Nigeria,Darazo,261114.27470214537,259964.75446332298,219822.59501328724,308895.08912376035,376688.492096
pw,Nigeria,Konshisha,260701.13780641215,264640.05486774904,229607.5528518247,295355.9518112156,320150.386145
pw,Nigeria,Shira,259919.17078747822,260792.0718780525,224274.93721412166,302692.0676299886,350757.472159
pw,Nigeria,Bukkuyum,258014.0097029435,263419.5898265326,227356.2020643391,299205.6912633092,303109.142272
pw,Nigeria,Gwoza,255560.04675565637,259181.42234466103,140219.90139838823,381617.30931479577,404932.980782
pw,Nigeria,Mokwa,254921.4085971158,256336.70785398217,198253.7172507979,325011.94196099014,367161.228498
pw,Nigeria,Katagum,254824.26622724955,255523.63982833995,218515.55483529007,302496.007676125,438006.567414
pw,Nigeria,Izzi,254772.95425103442,256901.99692003633,229025.86743559013,283336.59061329893,323269.106304
pw,Nigeria,Ilaje,254651.36935649798,251554.66812699568,189211.0932299608,323312.91332218336,397812.12793099997
pw,Nigeria,Batsari,253696.3305839019,258247.73479791873,221096.85787235867,293357.27064784715,306378.81505000003
pw,Nigeria,Ihiala,253562.40384151516,241407.18404204055,197135.5115691377,312180.2202987261,413236.098212
pw,Nigeria,Ukum,253129.11802805384,258260.22005814404,221174.3962713869,288206.0542713449,313198.885875
pw,Nigeria,Iseyin,251057.15235933475,251492.62824974963,157889.0661574114,368409.40663726756,382177.687105
pw,Nigeria,Funakaye,250916.47044316304,247552.5329398573,170580.87459883816,363123.0923209676,354199.500071
pw,Nigeria,Mashegu,250866.79608879023,253109.64980883404,211646.85775573587,288275.6347379131,332451.722179
pw,Nigeria,OndoWest,250433.67038552804,242701.4271826881,132179.57486309274,432413.3998337744,407825.599379
pw,Nigeria,Dekina,250207.47675025582,246279.1020581963,209724.31834415966,289672.6589008792,380628.167659
pw,Nigeria,Akoko-Edo,249826.87745621134,245761.88737280128,186941.00091238815,323666.7530300527,370934.554238
pw,Nigeria,UghelliNorth,249566.48968082067,248110.9297349543,195717.54535783382,309354.55370614695,483912.22204799997
pw,Nigeria,Gwadabawa,249328.47471196554,247246.3638285424,200076.47042915263,314774.74876621214,349210.911741
pw,Nigeria,JosSouth,248641.79736916817,250753.71702180515,188048.1378699826,312756.589002886,439726.42273399996
pw,Nigeria,Gassol,246890.5126867626,247475.30243440092,187229.99373953755,322742.3032846055,348192.898212
pw,Nigeria,TudunWada,244566.95523246867,248175.45478774546,205723.4680927779,285990.4426312529,323427.41786
pw,Nigeria,Onicha,243274.43556594456,243506.18797551058,206578.35668114928,287289.4740697278,324624.219442
pw,Nigeria,Makoda,243008.10884915685,247426.9758679692,201966.72882762906,283039.6317880856,309901.588611
pw,Nigeria,AkureSouth,242595.06283715754,233771.77835427102,171639.9169144594,331680.6705817607,515891.31435
pw,Nigeria,Kuje,241896.6377940138,247558.41489470509,188690.24515044928,304138.1163046948,285755.948989
pw,Nigeria,Itas/Gadau,241349.864296857,243718.444752429,207362.2594162074,279743.11153344624,332072.201678
pw,Nigeria,Udi,240990.14198046998,235328.14621662287,179842.101522447,308217.9058472404,381887.097547
pw,Nigeria,Jahun,240601.07258711843,244088.96440644428,211950.06838645626,270724.4389394836,321467.561051
pw,Nigeria,Minjibir,240255.5828794429,241492.7618067488,194501.8007891513,289597.30838769145,308625.331993
pw,Nigeria,Takai,240161.53311165178,240480.6006628206,206038.76025998747,279840.03686645,315607.879311
pw,Nigeria,Yala,238411.7681900844,244935.99868273095,204481.94082138897,272612.51125743415,296401.763384
pw,Nigeria,Nsukka,237753.4528901749,229959.10441054078,167751.6977020798,330006.15028928913,437750.322249
pw,Nigeria,Wukari,236490.0407594981,242594.30760017456,190336.04322678637,293734.1484788294,336950.021915
pw,Nigeria,Ikwo,236017.26429103382,235264.88179640402,204005.91234262404,264882.5810177345,306862.062719
pw,Nigeria,Bagudo,235948.75941749307,236443.52857029834,199349.64347672835,277429.9774757529,315744.630301
pw,Nigeria,DawakinKudu,235624.65339496222,235286.96172189547,186518.52463471776,294395.55189278204,345565.48618999997
pw,Nigeria,Gaya,234019.7942698875,234448.93790323168,203864.55183538052,267184.36793941044,306530.988919
pw,Nigeria,Ikara,233963.13240234586,236063.1534382419,202025.92080606156,269145.78081830346,288748.675974
pw,Nigeria,Gabasawa,233405.4345295442,233459.54878209633,183462.59585349567,286159.8756315164,308109.685525
pw,Nigeria,Faskari,233380.15119708967,236655.03030981004,190480.6288863991,286062.1815157432,279849.587518
pw,Nigeria,Rafi,233331.43636634722,238198.34373208432,203010.76661605228,265183.37884458207,276649.850064
pw,Nigeria,Babura,232857.18000662906,234842.40036082643,200616.90217275269,276436.2464406243,292881.81607
pw,Nigeria,Bukuru,232341.1743127103,236769.5242841841,191735.33654611642,277524.481567113,290211.208183
pw,Nigeria,Ijero,231762.80886581395,228483.53814896502,113472.10291747093,359844.40152384026,330610.148221
pw,Nigeria,Dutse,231577.33181172045,230664.253432933,198151.6075287495,271542.1927441985,358348.721555
pw,Nigeria,Dambatta,230889.38947982952,228176.12578864186,185876.33030753405,281728.91319677955,325436.577736
pw,Nigeria,Egor,230703.7916068097,226559.6924599153,143808.63668708754,338716.6993937111,461129.074834
pw,Nigeria,Otukpo,230418.6193640454,231216.8308263732,170522.3795904826,294042.2021490259,364702.026158
pw,Nigeria,Gummi,229308.0438572877,229716.60284369107,183047.08226558537,287262.8105527447,303057.825333
pw,Nigeria,Khana,228832.98406500538,218028.3747173135,184990.33428407862,275926.9877736039,425422.61992
pw,Nigeria,AkokoSouth-West,228779.4032218219,222605.30080030917,139318.15860734278,341818.445594771,351788.414478
pw,Nigeria,Bali,227799.03240659685,227243.14232358753,174342.25676355028,299224.866799556,294749.511175
pw,Nigeria,Safana,227299.3104716216,232076.75111186222,190507.0245147285,269978.8581809836,251413.410764
pw,Nigeria,Tambuwal,227133.14450479057,226903.53778279424,192394.71103330358,268376.6863935626,321217.193408
pw,Nigeria,AhoadaWest,226716.77033254816,225138.6545069926,156985.69547805088,305088.3891683539,343266.824087
pw,Nigeria,Shomolu,226528.27302633467,201763.57822279065,194967.30033788516,247403.8978774656,386863.21951900003
pw,Nigeria,LagosIsland,225253.6551482484,217760.89413742704,82472.70352678945,411112.65876523097,426613.509105
pw,Nigeria,Irepodun,224992.0572212697,222364.7907256648,144540.13955126517,316394.91444565065,368105.760574
pw,Nigeria,Talata-Mafara,224163.40568122975,226379.85490993824,184941.97544856137,267713.3744669403,306173.90177399997
pw,Nigeria,Shendam,224113.8225101734,226485.78439226502,186509.1198139,272386.477931435,293415.582605
pw,Nigeria,Edu,223007.5749145707,222380.2339106555,168288.8185406968,284981.09416308935,287880.491543
pw,Nigeria,Kafur,222097.8666676581,224329.4200786507,197503.27220284202,250585.27037441748,285266.23091
pw,Nigeria,Mani,221684.5897727763,225595.35434424097,197500.43988689172,250650.04805116236,258868.92121
pw,Nigeria,IbadanSouth-East,221551.88032182565,219626.67412430272,123309.89603271971,308668.5150479298,398152.76826
pw,Nigeria,Gada,221187.1806528569,216468.76196607394,178973.36934690102,268994.51582918956,337129.630157
pw,Nigeria,Maiduguri,220672.22963203132,206483.7450133385,132545.92652963343,324765.847179697,777957.962592
pw,Nigeria,Fufore,219102.09315934053,221564.43250527774,190516.9220569738,250557.26941118448,276718.980844
pw,Nigeria,Qua'anPan,218076.58374143,220764.80994011395,181810.98588535492,257398.67629515624,278585.447227
pw,Nigeria,Ingawa,217858.46246862202,222079.59799670984,190343.9632239866,251582.97468228632,253655.810538
pw,Nigeria,Rijau,215938.02678615056,219204.2922550068,183692.94790428074,253021.45732036926,267793.040811
pw,Nigeria,Ohafia,215423.34057793705,211817.52080586113,142176.1216350858,311169.819830093,343246.313058
pw,Nigeria,Balanga,215077.0443572489,213298.26710787052,174053.1012009671,259332.23861371606,305401.012759
pw,Nigeria,Dukku,215022.2243459679,212807.58976770082,180546.15313617655,252635.8297629866,309958.927492
pw,Nigeria,AbaSouth,213839.82825976092,220215.50164936943,129581.56064049841,322500.5824325186,489216.91117
pw,Nigeria,Obio/Akpor,211979.92914467584,210406.21520687858,168605.19598937078,251417.27869404902,673489.794099
pw,Nigeria,IsokoSouth,211957.43792583933,208063.63022602213,155577.26396888113,271528.5495644905,361825.43074
pw,Nigeria,Ogba/Egbema/Ndoni,211939.0814249229,210051.8180402985,155644.79004898833,290557.8305600858,388678.004917
pw,Nigeria,Magama,211852.98635099208,213000.66530769298,180519.13753273338,254537.18054819584,273457.362575
pw,Nigeria,Owo,211849.4351578511,207401.6988917335,147744.65927154807,284457.66457644827,321474.791448
pw,Nigeria,Guma,211076.33796761103,215654.4368749436,175045.28356586993,256125.71248640772,276571.10025200003
pw,Nigeria,Kwali,209966.4124904683,213855.51981205106,164905.71586162568,257547.043718978,292636.042284
pw,Nigeria,Ofu,209168.29154152804,209731.3210413655,170534.68277955262,253350.18223713263,272183.98122
pw,Nigeria,Albasu,207528.92930385954,209633.05815325928,183262.23769694834,235784.18279701038,280794.308503
pw,Nigeria,Ado,207341.67783093543,210631.77225519865,168161.64661419045,256564.52012119882,253837.952163
pw,Nigeria,Pankshin,206702.67514910584,209245.9521569965,177717.89121847766,235635.59698335486,259082.458295
pw,Nigeria,Dala,206631.95546578453,208908.98377332717,137935.82961677935,273119.5287790223,480253.48640399997
pw,Nigeria,Billiri,206051.31454658613,205159.12577810112,132467.80011662823,303736.8115648823,296672.29553
pw,Nigeria,BirninKebbi,205834.17220083048,202814.05472538757,165662.63926426516,261563.45002147547,404733.336079
pw,Nigeria,Ohaukwu,204657.89896672277,203982.85099298498,166352.74249466477,244345.75162662944,270670.527803
pw,Nigeria,Aguata,204061.05464730103,203144.8307452333,160201.74621282637,249575.1923167866,520755.115868
pw,Nigeria,Kwami,203902.5284818183,203246.16528474764,153378.00673030605,256247.97468609497,286066.061592
pw,Nigeria,Oredo,203356.19693840708,199798.61265078583,128399.72072255396,285806.6014707961,463871.920146
pw,Nigeria,OgbomoshoNorth,203270.72882681797,206186.05746477508,136219.0105506019,283567.4987627129,341423.262501
pw,Nigeria,Gezawa,203008.70953029374,204766.5163994233,150916.0983864935,263854.7186780494,414942.121458
pw,Nigeria,Jada,202873.6395396222,207058.82943220052,174036.21188993365,236101.24278551116,231190.134336
pw,Nigeria,UghelliSouth,202282.82604511204,201706.86196355536,157738.94074432264,251459.01700318244,329414.925881
pw,Nigeria,Gwale,201713.27794061883,203732.8955716119,150071.65724933063,256812.45948069915,563114.01774
pw,Nigeria,Odigbo,201631.179191113,203559.73353464296,155812.5973528191,259011.91743170843,329117.49918
pw,Nigeria,Bebeji,201317.61367288494,202454.26280110938,168825.20738558078,238001.8419542642,291364.292162
pw,Nigeria,Song,201219.07963520984,203489.5795881957,168976.60580185713,236763.16046371427,268448.087771
pw,Nigeria,Dange-Shuni,201208.26294490625,201156.59889292225,152824.990544503,255664.25770844333,271188.555066
pw,Nigeria,Ushongo,200262.00958641304,204264.29234784792,176033.4694111393,230528.94935531772,259551.334913
pw,Nigeria,Maradun,199723.23178479564,197799.33158081572,159240.16878781185,243632.38000419558,284094.323617
pw,Nigeria,Paikoro,199645.57869721184,203102.2916533933,170313.60570196848,238716.9621830631,234599.19091200002
pw,Nigeria,GwerEast,199421.93943859456,202897.66355571648,166326.87722730916,232707.83501011974,251917.093173
pw,Nigeria,Andoni,199334.55890337995,196557.2980099992,112934.9502275404,305306.34036191774,325212.449944
pw,Nigeria,Baure,198831.4748447401,195636.1902700429,169572.4897480895,227451.30767344034,281689.663861
pw,Nigeria,BarkinLadi,198527.8425205219,201165.38100835265,175964.90285842572,223524.44637268505,256350.201716
pw,Nigeria,IbadanNorth-East,198481.6919219045,192995.8400137845,183961.56165728587,216098.19337939002,333290.27585
pw,Nigeria,AhoadaEast,196906.8636566616,192707.7328331736,145108.6671587917,243750.77438096347,286703.507463
pw,Nigeria,Eleme,196687.56624227075,192306.94045598106,118007.40579950537,283507.2116513844,362129.359537
pw,Nigeria,Borgu,196412.55414546386,200088.47050015954,166080.14427855646,236108.4493198809,261964.101647
pw,Nigeria,ArewaDandi,195560.67348780218,195420.98850759468,168068.06297460455,225882.41205229395,264187.100303
pw,Nigeria,Bokkos,195497.7466947129,197026.5768108473,172263.46412487765,224435.75671934427,254253.212282
pw,Nigeria,Musawa,195218.8282185394,198454.80664337846,170501.27408411235,223859.04020976464,241457.643524
pw,Nigeria,Ogbaru,195039.2591309697,190725.6456444089,136804.7438351602,258667.13038357065,301450.325211
pw,Nigeria,Maiyama,195027.6650000193,197241.86607976278,157364.41103558496,236006.3707295889,253919.108713
pw,Nigeria,IbadanSouth-West,194742.6159967832,190109.63395313756,106877.23588024691,304387.02536060655,437389.954699
pw,Nigeria,Kaita,194632.8078727972,196251.25324652257,165548.5819849525,222108.83383125006,259675.27113999997
pw,Nigeria,Okpokwu,194420.950239154,197278.99054240284,143107.93203260435,249313.41361422717,249109.30424199998
pw,Nigeria,Mainland,194215.12762377097,183591.88891881867,138909.59317966978,260959.49944106856,388454.738273
pw,Nigeria,Ajingi,193899.9172741326,194702.5822420936,163442.6648669909,226950.4436828929,259857.50324700002
pw,Nigeria,KarimLamido,193771.1143977047,195405.84273836119,165429.86262894314,230275.74256336523,272065.803421
pw,Nigeria,Baruten,192218.10576896195,196544.50448533558,162936.46398559876,221846.92479176942,226458.913083
pw,Nigeria,Zaki,192072.17053205572,191722.64413834724,164101.5154545811,222084.30740835,278432.851188
pw,Nigeria,Bunkure,191610.5801107611,190694.87845167998,163425.5097878194,227123.41574985674,255966.542485
pw,Nigeria,IbadanNorth,191590.25127902397,185362.69492790726,76068.94094818296,301609.67339901224,402140.027734
pw,Nigeria,Ringim,191545.83637563777,193063.64076728324,163161.5602517063,222756.06196254725,272020.251036
pw,Nigeria,Funtua,191511.85070380245,191549.1875891935,149726.4333651527,246773.46781836092,329469.13703700004
pw,Nigeria,Logo,191275.87119865374,194078.2075352704,145962.70251818423,240125.30366800056,236291.570869
pw,Nigeria,Edati,191206.21296970622,194338.24737650462,140513.62030957418,250799.71771895903,229081.18536
pw,Nigeria,Awgu,190169.08411421438,186291.07955321606,143135.55099880754,242108.99704082418,265503.60889699997
pw,Nigeria,Oju,189929.35196623663,194707.34112157725,150398.8291297113,227508.4327323898,245424.99233799998
pw,Nigeria,Biu,189927.94723413762,189086.38753495875,127512.90914503866,277949.95960645005,263541.433769
pw,Nigeria,OnaAra,189829.1055280225,194150.02091462872,78059.51345052001,313195.82975238963,490689.177753
pw,Nigeria,Igbo-ezeNorth,188168.9766202257,182738.49098584615,146408.1557296958,226942.08330252577,374679.727982
pw,Nigeria,AkokoNorth-West,188150.52774158656,183150.15338597406,117189.01320465597,281426.9635850797,294932.021288
pw,Nigeria,Bindawa,187666.88534492362,189049.16731427415,157571.10464579827,223287.94173176715,227307.93624
pw,Nigeria,Yakurr,187344.58443325912,184352.66762621,106894.8287277506,285428.2036200911,277718.589583
pw,Nigeria,Mbatoli,187285.94443095638,180412.79172451305,168773.71253503318,204093.5524183638,326085.19025600003
pw,Nigeria,Kaltungo,187252.91715981832,187643.91655579943,152103.06886046464,224541.5094067564,248400.440172
pw,Nigeria,Bakura,187063.8702670442,185296.633494318,140962.11818604486,256789.52430923664,275813.843698
pw,Nigeria,Kanam,186519.7249281129,189062.7220981173,156092.58173367346,221635.43303263214,232268.150458
pw,Nigeria,Tsanyawa,186248.48642929917,187554.21704828076,159528.83873851155,215168.87629118288,228805.741049
pw,Nigeria,Daura,186068.6747616787,174688.60912211053,134219.7127142835,242956.005933415,334189.996727
pw,Nigeria,NnewiSouth,185645.77744116198,179652.71054879235,160861.9937022756,206702.98433760894,313210.425504
pw,Nigeria,Kajola,185267.96679689107,183966.6604293874,99143.72201415367,288025.18299493863,295696.180626
pw,Nigeria,KiriKasama,185228.603397693,183296.65452956024,143892.4977075445,229208.76493252808,259179.66018500002
pw,Nigeria,Birnin-Magaji/Kiyaw,184770.66124419207,186714.49244725396,133520.9731660019,245225.41102225485,254356.906994
pw,Nigeria,Mashi,184522.4296250195,187846.85331380658,156552.13836172153,223361.25875075033,228776.93187899998
pw,Nigeria,Wase,183809.7524866499,185264.96520734564,151351.77814254866,218675.47036306522,233423.7394
pw,Nigeria,IsialaMbano,182781.20677658197,177592.6205756532,137552.4497772785,227756.58560625554,309024.25298
pw,Nigeria,Bagwai,182712.05728575765,183828.57064884686,155458.44069268365,209927.80026089237,240166.429445
pw,Nigeria,Bende,182295.03560152452,178935.19781405362,136183.22772659676,234180.09208582438,287008.202372
pw,Nigeria,IlorinWest,181977.20090806863,178120.98911873074,132981.58871882482,242937.10811220328,467218.585856
pw,Nigeria,Kiyawa,181358.46176924,180855.9822078967,154975.39532380542,210365.00975788178,249747.925826
pw,Nigeria,Burutu,181352.57394479922,180504.74939142595,148196.68774122457,218030.76896065523,264610.81528
pw,Nigeria,IkaNorth-East,181319.65299328603,181152.14527297046,128257.82491339408,233202.43804642637,272345.217871
pw,Nigeria,IbionoIbom,181241.31349776904,174160.1690736682,135007.08867077893,221594.16308118234,269821.420072
pw,Nigeria,Dutsinma,180701.38584117932,182585.33128223105,148495.38408370956,219184.4708969392,249614.200806
pw,Nigeria,Ganye,180585.05245165736,180499.3127404674,129232.2853998292,237340.0841886245,236027.697716
pw,Nigeria,Akpabuyo,180284.81180902367,177331.80074826776,134577.21363902066,227223.97007480473,321532.466114
pw,Nigeria,Sanga,180209.65757795214,181651.6322924186,148531.31435028886,214832.9243386507,231704.844161
pw,Nigeria,Ngala,179808.7646172672,185277.27621086425,58540.573770512194,355577.78483053786,347063.863265
pw,Nigeria,Orhionmwon,179115.385159125,177904.02646221087,135444.1802014507,218325.6485713912,253311.161598
pw,Nigeria,UmuahiaNorth,176583.03491982655,175638.50981646735,134357.10087148153,230050.93447081477,339791.103452
pw,Nigeria,Maigatari,176448.24506397094,176601.6430522061,142347.80740189,216975.24154819886,237567.21268
pw,Nigeria,EkitiSouth-West,176066.5589408049,172990.53671355732,75787.25081414712,312832.27033458883,226725.833622
pw,Nigeria,EnuguEast,175979.84369956973,172351.50909198198,102444.17071552412,261508.84210024858,367778.95282
pw,Nigeria,Ogoja,175701.77054204946,175550.85553503595,137378.08652929738,218905.224251856,244044.16114
pw,Nigeria,Etche,175429.84491328234,173404.26029115697,130169.52358295681,223398.79871986047,369813.050223
pw,Nigeria,Atiba,175335.49819170687,175791.17208055238,95423.25044103814,293191.29864275426,234779.41151499999
pw,Nigeria,Odukpani,175104.17342673673,172014.29115021377,141995.09078028632,206562.2988440336,255862.76502299999
pw,Nigeria,EthiopeEast,174639.89963341315,169552.09068012304,121781.62949182495,228102.85283945032,287564.534111
pw,Nigeria,Batagarawa,174262.83710864538,178527.58314625963,139438.54461598903,214422.52981924888,271070.232645
pw,Nigeria,Ezeagu,174078.8182823335,173308.42473827247,133101.17590921058,219181.1950711956,235909.000617
pw,Nigeria,IfeNorth,173742.43979897347,172856.5758492927,113404.48894416135,246103.84939022522,317820.234351
pw,Nigeria,Egbeda,173470.49956091837,163915.7699463184,43265.90534054707,344729.093276562,437683.948154
pw,Nigeria,Argungu,173406.50030453719,171924.4215049624,131691.90175314626,219630.49530255317,281841.004882
pw,Nigeria,Rimi,173051.88499916688,176629.0926004535,145162.55367411813,204105.59128477628,227800.540746
pw,Nigeria,Karaye,173025.65936264393,174967.05700204734,145725.8461272904,202376.94433146567,222073.945496
pw,Nigeria,SabonGari,172919.41788092087,179453.31658275594,123294.74423981442,230820.15265517854,413997.31115
pw,Nigeria,Badagry,172868.76333389472,168476.093201831,136463.42459182485,208224.50127274476,333178.917472
pw,Nigeria,Jega,172637.65736815485,172888.30259015164,109853.20755573078,241340.54510506496,283736.828878
pw,Nigeria,Emuoha,172543.6968963334,174710.62113086926,125992.71744167713,238300.43559335975,323144.239752
pw,Nigeria,Bodinga,172077.7854772641,172243.64861066523,146352.575640312,200798.42952508407,244029.286962
pw,Nigeria,Olamaboro,171955.239480373,172519.0254889514,146472.76065182113,196766.92548193954,227775.052868
pw,Nigeria,YolaSouth,171790.37713769104,166738.28637483405,92698.3122923844,286805.1714123253,283060.683584
pw,Nigeria,Makurdi,171435.87404853074,168257.10771428296,128500.7381237711,222474.0871714816,422046.251279
pw,Nigeria,Ori-Ire,171434.44519008082,172879.95650681877,136259.80268424394,214265.5201785916,224148.150708
pw,Nigeria,Shanono,170854.25828025056,173205.576143157,152341.86219490398,191741.6010784995,210499.726559
pw,Nigeria,Goronyo,170708.52646360968,168762.47809074196,136094.72304747778,206067.11039212576,256962.503846
pw,Nigeria,Kabo,170683.7154987705,171977.22597012785,149979.35974600495,196921.31739775377,235565.56793699999
pw,Nigeria,Jibia,170616.16275693028,171584.3301027664,142666.4292572264,198338.48305573533,227169.08745700002
pw,Nigeria,Udenu,170039.23845871657,166542.76741184833,125270.64178273181,216781.0174765282,247780.795286
pw,Nigeria,KadunaSouth,170014.06132917482,167599.49312829514,148918.34573417105,193269.91122770158,594215.336608
pw,Nigeria,Gwarzo,169935.41495979167,171067.06688726222,130361.04677901027,223473.89526016242,267142.002661
pw,Nigeria,Adavi,169522.6680107986,169884.7733628929,96301.91012556764,255771.8120941881,299661.063796
pw,Nigeria,Mayo-Belwa,169478.60920209571,172530.74356479463,146071.42739414246,197254.92011328004,221551.837916
pw,Nigeria,Ado-Ekiti,168987.667527116,171309.16855407078,106387.46877525088,236239.5357167371,434413.391124
pw,Nigeria,Shagamu,168548.53965874048,165269.96298817726,131378.99468558806,207371.31313157594,370317.135702
pw,Nigeria,Sabuwa,168544.76446128046,170810.682054966,130818.21784337643,221086.4998147333,203652.744977
pw,Nigeria,MkpatEnin,168321.3543168656,163084.39472532336,133943.57095404458,202584.36752680628,261313.624855
pw,Nigeria,Malumfashi,168298.67517412265,171696.0703811364,138051.71742130525,206902.90144533597,256178.076057
pw,Nigeria,CalabarSouth,168196.1923669697,170977.72252981135,61980.0347186999,299397.6405116816,277398.145243
pw,Nigeria,Uyo,167978.65584745834,155571.3834668897,123001.52045917949,215459.8112922046,449733.566185
pw,Nigeria,Obubra,167904.6931391547,166304.0510547945,130847.49364442258,202136.83331359184,248076.966673
pw,Nigeria,Wurno,167810.64673089172,167203.03952979852,125117.06204750555,214463.49038128502,236060.498066
pw,Nigeria,Ogbia,167780.03637083637,164345.2414883285,119810.75556217873,224689.24084283374,264009.214135
pw,Nigeria,Ile-Oluji/Okeigbo,167733.69963161572,165349.07509411417,82351.02405890037,317374.4401248782,230767.394046
pw,Nigeria,Rano,167682.20176602426,167549.68741764151,111859.79283414563,236313.89819547793,215445.94947
pw,Nigeria,Suleja,167277.66023391174,168117.00944154512,105249.03846158572,243043.1561206527,343712.83837
pw,Nigeria,Garki,167124.38914353756,168306.73564768196,142773.84895664966,191309.33082307695,208659.370056
pw,Nigeria,YewaNorth,166950.8178222411,166759.55883756038,131067.58749626625,204392.15667840597,262843.480674
pw,Nigeria,Giade,166650.9165560832,167450.95053055222,143133.15355494776,195496.92171760867,231841.68258
pw,Nigeria,Guyuk,166388.82180712384,166525.51289510305,119995.99658912934,226067.2493875904,245027.018447
pw,Nigeria,Doguwa,165987.4884488596,167739.16151485802,132654.54233219608,198943.69312877578,227902.484994
pw,Nigeria,Isi-Uzo,165579.2037077634,165896.79171234174,123578.168519443,203730.5637604205,212010.40370599998
pw,Nigeria,Kaura,165550.3573199422,165715.92779684823,130807.7795847619,209890.4009329524,258947.470973
pw,Nigeria,Ohaji/Egbema,165415.60787677002,162985.18435333553,125530.71707745241,210104.64478662476,271917.310809
pw,Nigeria,Ishielu,164041.00216557804,164505.9317819918,139807.91549870087,191039.63892798417,216677.986462
pw,Nigeria,Anaocha,163813.7816516709,169977.33608571862,126724.5427277706,196663.62357461636,454233.349693
pw,Nigeria,AnambraWest,163503.94952744676,163932.25689314067,126129.40946848839,207522.51836062648,213701.618653
pw,Nigeria,Karu,163422.08255738587,159282.31405372903,131924.07539860348,194134.31259015747,333936.184987
pw,Nigeria,Zuru,163347.04952542446,163954.12261442433,125795.29146691023,218529.53555141005,243389.326446
pw,Nigeria,OsisiomaNgwa,162813.1813598113,157533.91671600993,109028.99162644941,224188.76832489483,303451.196546
pw,Nigeria,Iwo,162601.763446031,163412.29734023305,95741.3989355423,247371.53699734222,281478.524108
pw,Nigeria,Kibiya,161548.25194527622,162499.2302591507,137794.83603513005,190970.39915078212,210142.591308
pw,Nigeria,MalamMaduri,161071.9119639461,158084.65158135735,108742.10333880995,224126.21926497103,227434.513706
pw,Nigeria,Rabah,160997.50130719744,162800.80051230633,122858.66562597587,207415.06368738823,214837.17152099998
pw,Nigeria,Kankia,160124.0311066466,161865.5015978419,128500.17673260985,199769.29685823232,201179.915993
pw,Nigeria,NkanuEast,159571.25151534195,159004.29947500626,122376.52399313546,197652.5539857598,219909.902494
pw,Nigeria,Anka,159528.6363859134,161679.3334545113,126236.45041151918,203504.32156083346,207263.500538
pw,Nigeria,Potiskum,159496.9728573412,163228.17105628335,93995.81336785076,238904.89835010024,320487.491118
pw,Nigeria,Charanchi,159466.29272234355,162762.07101533996,125969.78102034968,196036.90969282473,179299.898956
pw,Nigeria,Makarfi,159164.93283462425,160572.52964096953,132873.1713764727,191376.20411146304,204107.188234
pw,Nigeria,Obafemi-Owode,158814.5550535738,153283.3963138167,119147.37203523275,202157.01154116978,368573.19547700003
pw,Nigeria,Garko,158716.66618434922,158893.98731675796,137550.52931934598,182672.11914086525,239795.64528
pw,Nigeria,Okitipupa,158487.58432716745,157282.34303166546,106532.87957395424,223281.13484796218,337612.51602
pw,Nigeria,WarriSouth,157791.89055452848,163232.69141346257,80206.14380297135,258085.4670646344,362576.896928
